DataBrasil,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-06,2021-11-07,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-13,2021-11-14,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-20,2021-11-21,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-27,2021-11-28,2021-11-29,2021-11-30,2021-12-01,2021-12-02,2021-12-03,2021-12-04,2021-12-05,2021-12-06,2021-12-07,2021-12-08,2021-12-09,2021-12-10,2021-12-11,2021-12-12,2021-12-13,2021-12-14,2021-12-15,2021-12-16,2021-12-17,2021-12-18,2021-12-19,2021-12-20,2021-12-21,2021-12-22,2021-12-23,2021-12-24,2021-12-25,2021-12-26,2021-12-27,2021-12-28,2021-12-29,2021-12-30,2021-12-31,2022-01-01,2022-01-02,2022-01-03,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-08,2022-01-09,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-15,2022-01-16,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-22,2022-01-23,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-01-29,2022-01-30,2022-01-31,2022-02-01,2022-02-02,2022-02-03,2022-02-04,2022-02-05,2022-02-06,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-12,2022-02-13,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-19,2022-02-20,2022-02-21,2022-02-22,2022-02-23,2022-02-24,2022-02-25,2022-02-26,2022-02-27,2022-02-28,2022-03-01,2022-03-02,2022-03-03,2022-03-04,2022-03-05,2022-03-06,2022-03-07,2022-03-08,2022-03-09,2022-03-10,2022-03-11,2022-03-12,2022-03-13,2022-03-14,2022-03-15,2022-03-16,2022-03-17,2022-03-18,2022-03-19,2022-03-20,2022-03-21,2022-03-22,2022-03-23,2022-03-24,2022-03-25,2022-03-26,2022-03-27,2022-03-28,2022-03-29,2022-03-30,2022-03-31,2022-04-01,2022-04-02,2022-04-03,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-09,2022-04-10,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-16,2022-04-17,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-23,2022-04-24,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-04-30,2022-05-01,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-07,2022-05-08,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-14,2022-05-15,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-21,2022-05-22,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-28,2022-05-29,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-04,2022-06-05,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-11,2022-06-12,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-07-30,2022-07-31,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05,2022-08-06,2022-08-07,2022-08-08,2022-08-09,2022-08-10,2022-08-11,2022-08-12,2022-08-13,2022-08-14,2022-08-15,2022-08-16,2022-08-17,2022-08-18,2022-08-19,2022-08-20,2022-08-21,2022-08-22,2022-08-23,2022-08-24,2022-08-25,2022-08-26,2022-08-27,2022-08-28,2022-08-29,2022-08-30,2022-08-31,2022-09-01,2022-09-02,2022-09-03,2022-09-04,2022-09-05,2022-09-06,2022-09-07,2022-09-08,2022-09-09,2022-09-10,2022-09-11,2022-09-12,2022-09-13,2022-09-14,2022-09-15,2022-09-16,2022-09-17,2022-09-18,2022-09-19,2022-09-20,2022-09-21,2022-09-22,2022-09-23,2022-09-24,2022-09-25,2022-09-26,2022-09-27,2022-09-28,2022-09-29,2022-09-30,2022-10-01,2022-10-02,2022-10-03,2022-10-04,2022-10-05,2022-10-06,2022-10-07,2022-10-08,2022-10-09,2022-10-10,2022-10-11,2022-10-12,2022-10-13,2022-10-14,2022-10-15,2022-10-16,2022-10-17,2022-10-18,2022-10-19,2022-10-20,2022-10-21,2022-10-22,2022-10-23,2022-10-24,2022-10-25,2022-10-26,2022-10-27,2022-10-28,2022-10-29,2022-10-30,2022-10-31,2022-11-01,2022-11-02,2022-11-03,2022-11-04,2022-11-05,2022-11-06,2022-11-07,2022-11-08,2022-11-09,2022-11-10,2022-11-11,2022-11-12,2022-11-13,2022-11-14,2022-11-15,2022-11-16,2022-11-17,2022-11-18,2022-11-19,2022-11-20,2022-11-21,2022-11-22,2022-11-23,2022-11-24,2022-11-25,2022-11-26,2022-11-27,2022-11-28,2022-11-29,2022-11-30,2022-12-01,2022-12-02,2022-12-03,2022-12-04,2022-12-05,2022-12-06,2022-12-07,2022-12-08,2022-12-09,2022-12-10,2022-12-11,2022-12-12,2022-12-13,2022-12-14,2022-12-15,2022-12-16,2022-12-17,2022-12-18,2022-12-19,2022-12-20,2022-12-21,2022-12-22,2022-12-23,2022-12-24,2022-12-25,2022-12-26,2022-12-27,2022-12-28,2022-12-29,2022-12-30,2022-12-31,2023-01-01,2023-01-02,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-07,2023-01-08,2023-01-09,2023-01-10,2023-01-11,2023-01-12,2023-01-13,2023-01-14,2023-01-15,2023-01-16,2023-01-17,2023-01-18,2023-01-19,2023-01-20,2023-01-21,2023-01-22,2023-01-23,2023-01-24,2023-01-25,2023-01-26
PercentualBrasil,0,0,0.01,0.06,0.13,0.29,0.35,0.37,0.47,0.59,0.74,0.86,1.04,1.1,1.11,1.21,1.32,1.45,1.6,1.76,1.82,1.84,1.94,2.06,2.17,2.27,2.42,2.46,2.47,2.56,2.63,2.7,2.76,2.81,2.84,2.86,2.91,2.96,3,3.06,3.1,3.16,3.17,3.33,3.47,3.65,3.77,3.88,3.97,4.01,4.14,4.25,4.36,4.49,4.6,4.66,4.68,4.88,5.03,5.17,5.32,5.59,5.7,5.73,5.96,6.18,6.47,6.81,7.24,7.41,7.52,7.88,8.17,8.51,8.92,9.04,9.18,9.31,9.58,9.92,10.22,10.54,10.75,10.94,11.03,11.34,11.6,11.85,12.07,12.22,12.33,12.38,12.6,12.83,13.01,13.18,13.61,13.7,13.72,13.98,14.28,14.51,14.76,14.96,15.02,15.11,15.32,15.6,15.92,16.36,16.69,16.79,16.82,17.1,17.38,17.73,17.98,18.26,18.37,18.46,18.73,19.01,19.28,19.6,19.87,19.97,20.25,20.5,20.74,20.98,21.2,21.57,21.71,21.74,22.04,22.33,22.77,22.99,23.29,23.53,23.62,23.95,24.47,24.98,25.46,26,26.29,26.44,26.94,27.55,28.16,29.17,29.93,30.35,30.55,31.17,31.75,32.34,32.92,33.52,33.83,33.93,34.31,34.96,35.47,35.97,36.52,36.77,36.89,37.43,37.94,38.46,38.93,39.36,39.63,39.75,40.15,40.57,40.99,41.41,41.82,42.11,42.18,42.72,43.31,43.84,44.35,44.97,45.27,45.36,45.76,46.22,46.66,47.03,47.55,47.82,47.92,48.27,48.79,49.48,49.99,50.49,50.72,50.81,51.22,51.91,52.55,53.25,53.9,54.34,54.5,55.04,55.88,56.37,57.03,57.55,57.83,57.95,58.48,59.13,59.74,60.15,60.61,60.92,61.08,61.49,62.15,62.59,62.97,63.32,63.5,63.58,63.94,64.04,64.33,64.67,65.06,65.25,65.33,65.54,65.84,66.14,66.35,66.69,66.85,66.93,67.1,67.35,67.57,67.82,68.04,68.22,68.3,68.44,68.67,68.9,69.15,69.36,69.48,69.53,69.64,69.82,69.99,70.17,70.31,70.39,70.44,70.57,70.62,70.67,71.01,71.24,71.37,71.42,71.47,71.62,71.82,71.89,71.98,72.03,72.12,72.25,72.41,72.53,72.66,72.77,72.82,72.85,72.87,72.89,72.94,73.06,73.2,73.24,73.37,73.48,73.58,73.69,73.82,73.84,73.87,73.91,73.94,73.96,74.07,74.14,74.21,74.27,74.32,74.39,74.46,74.51,74.57,74.66,74.69,74.72,74.75,74.83,74.93,74.99,75.07,75.11,75.13,75.13,75.18,75.22,75.28,75.32,75.33,75.34,75.26,75.28,75.38,75.44,75.5,75.5,75.51,75.53,75.57,75.69,75.72,75.73,75.73,75.73,75.75,75.8,75.83,75.85,75.86,75.86,75.86,75.88,75.97,75.99,76.01,76.03,76.05,76.05,76.1,76.12,76.12,76.15,76.16,76.18,76.27,76.38,76.41,76.48,76.56,76.62,76.71,76.73,76.85,76.91,77.09,77.25,77.42,77.52,77.54,77.75,77.89,78.04,78.18,78.44,78.6,78.64,78.85,78.93,78.98,79.17,79.4,79.5,79.54,79.64,79.75,79.88,80,80.33,80.43,80.46,80.54,80.64,80.78,80.9,81.02,81.07,81.08,81.16,81.21,81.24,81.27,81.33,81.37,81.39,81.44,81.5,81.57,81.87,81.92,82.06,82.08,82.12,82.15,82.18,82.22,82.3,82.33,82.34,82.39,82.42,82.45,82.47,82.51,82.52,82.54,82.57,82.66,82.7,82.73,82.75,82.77,82.78,82.79,82.82,82.85,82.87,82.9,82.91,82.92,82.94,82.96,82.98,83,83,83.03,83.04,83.05,83.18,83.2,83.21,83.22,83.23,83.23,83.24,83.25,83.28,83.3,83.32,83.32,83.33,83.35,83.37,83.4,83.41,83.43,83.44,83.44,83.45,83.46,83.53,83.55,83.55,83.56,83.56,83.56,83.57,83.58,83.6,83.6,83.61,83.61,83.78,83.8,83.81,83.83,83.86,83.88,83.88,83.89,83.89,83.91,83.92,83.95,83.97,83.98,83.98,84,84.01,84.05,84.06,84.07,84.07,84.07,84.08,84.09,84.13,84.13,84.13,84.13,84.14,84.15,84.17,84.18,84.19,84.19,84.19,84.2,84.23,84.23,84.24,84.26,84.27,84.28,84.28,84.29,84.29,84.32,84.32,84.33,84.33,84.33,84.34,84.34,84.36,84.36,84.37,84.37,84.37,84.42,84.42,84.45,84.46,84.47,84.47,84.48,84.5,84.51,84.37,84.37,84.38,84.38,84.46,84.49,84.49,84.49,84.52,84.53,84.57,84.59,84.6,84.62,84.64,84.66,84.66,84.66,84.67,84.67,84.67,84.7,84.71,84.73,84.73,84.74,84.8,84.82,84.83,84.84,84.84,84.84,84.87,84.88,84.9,84.91,84.91,84.92,84.92,84.93,84.94,84.94,84.95,84.96,84.96,84.96,84.97,84.99,84.99,85,85.01,85.01,85.02,85.02,85.03,85.03,85.03,85.05,85.05,85.05,85.26,85.26,85.26,85.27,85.27,85.27,85.27,85.27,85.27,85.27,85.27,85.29,85.29,85.29,85.29,85.29,85.29,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.45,85.47,85.48,85.49,85.49,85.49,85.49,85.49,85.5,85.5,85.5,85.51,85.51,85.51,85.51,85.51,85.59,85.59,85.69,85.69,85.69,85.69,85.69,85.69,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.71,85.71,85.71,85.82,85.82,85.82,85.82,85.82,85.82,85.82,85.82,85.82,85.82,85.82,85.82,85.88,85.88,85.88,85.88,85.88,85.88,85.88,85.88,85.92,85.92
