Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,Houve_mortes,Percentual_vacinado
2022-03-28,BR,Brazil,AMRO,0,29802257,0,658566,N,82.57
2022-03-29,BR,Brazil,AMRO,40161,29842418,313,658879,S,82.66
2022-03-30,BR,Brazil,AMRO,9923,29852341,77,658956,S,82.7
2022-03-31,BR,Brazil,AMRO,30056,29882397,285,659241,S,82.73
2022-04-01,BR,Brazil,AMRO,33937,29916334,263,659504,S,82.75
2022-04-02,BR,Brazil,AMRO,31561,29947895,253,659757,S,82.77
2022-04-03,BR,Brazil,AMRO,27270,29975165,245,660002,S,82.78
2022-04-04,BR,Brazil,AMRO,17062,29992227,106,660108,S,82.79
2022-04-05,BR,Brazil,AMRO,7210,29999437,39,660147,S,82.82
2022-04-06,BR,Brazil,AMRO,13361,30012798,165,660312,S,82.85
2022-04-07,BR,Brazil,AMRO,27331,30040129,216,660528,S,82.87
2022-04-08,BR,Brazil,AMRO,27120,30067249,195,660723,S,82.9
2022-04-09,BR,Brazil,AMRO,26502,30093751,250,660973,S,82.91
2022-04-10,BR,Brazil,AMRO,30212,30123963,149,661122,S,82.92
2022-04-11,BR,Brazil,AMRO,21229,30145192,98,661220,S,82.94
2022-04-12,BR,Brazil,AMRO,7210,30152402,38,661258,S,82.96
2022-04-13,BR,Brazil,AMRO,8803,30161205,69,661327,S,82.98
2022-04-14,BR,Brazil,AMRO,22724,30183929,166,661493,S,83
2022-04-15,BR,Brazil,AMRO,26924,30210853,163,661656,S,83
2022-04-16,BR,Brazil,AMRO,23171,30234024,140,661796,S,83.03
2022-04-17,BR,Brazil,AMRO,13278,30247302,111,661907,S,83.04
2022-04-18,BR,Brazil,AMRO,2775,30250077,31,661938,S,83.05
2022-04-19,BR,Brazil,AMRO,2541,30252618,22,661960,S,83.18
2022-04-20,BR,Brazil,AMRO,8470,30261088,66,662026,S,83.2
2022-04-21,BR,Brazil,AMRO,14131,30275219,125,662151,S,83.21
2022-04-22,BR,Brazil,AMRO,36750,30311969,263,662414,S,83.22
2022-04-23,BR,Brazil,AMRO,18660,30330629,92,662506,S,83.23
2022-04-24,BR,Brazil,AMRO,8068,30338697,51,662557,S,83.23
2022-04-25,BR,Brazil,AMRO,6957,30345654,53,662610,S,83.24
2022-04-26,BR,Brazil,AMRO,3809,30349463,36,662646,S,83.25
2022-04-27,BR,Brazil,AMRO,6456,30355919,76,662722,S,83.28
2022-04-28,BR,Brazil,AMRO,22142,30378061,144,662866,S,83.3
2022-04-29,BR,Brazil,AMRO,20943,30399004,245,663111,S,83.32
2022-04-30,BR,Brazil,AMRO,19916,30418920,114,663225,S,83.32
2022-05-01,BR,Brazil,AMRO,14122,30433042,185,663410,S,83.33
2022-05-02,BR,Brazil,AMRO,15194,30448236,87,663497,S,83.35
2022-05-03,BR,Brazil,AMRO,6263,30454499,16,663513,S,83.37
2022-05-04,BR,Brazil,AMRO,6498,30460997,89,663602,S,83.4
2022-05-05,BR,Brazil,AMRO,21432,30482429,92,663694,S,83.41
2022-05-06,BR,Brazil,AMRO,20072,30502501,65,663759,S,83.43
2022-05-07,BR,Brazil,AMRO,21682,30524183,137,663896,S,83.44
2022-05-08,BR,Brazil,AMRO,19725,30543908,195,664091,S,83.44
2022-05-09,BR,Brazil,AMRO,14622,30558530,35,664126,S,83.45
2022-05-10,BR,Brazil,AMRO,6006,30564536,13,664139,S,83.46
2022-05-11,BR,Brazil,AMRO,9709,30574245,53,664192,S,83.53
2022-05-12,BR,Brazil,AMRO,20143,30594388,198,664390,S,83.55
2022-05-13,BR,Brazil,AMRO,23398,30617786,126,664516,S,83.55
2022-05-14,BR,Brazil,AMRO,21344,30639130,125,664641,S,83.56
2022-05-15,BR,Brazil,AMRO,25609,30664739,139,664780,S,83.56
2022-05-16,BR,Brazil,AMRO,17355,30682094,92,664872,S,83.56
2022-05-17,BR,Brazil,AMRO,6296,30688390,46,664918,S,83.57
2022-05-18,BR,Brazil,AMRO,13510,30701900,69,664987,S,83.58
2022-05-19,BR,Brazil,AMRO,26386,30728286,229,665216,S,83.6
2022-05-20,BR,Brazil,AMRO,13525,30741811,103,665319,S,83.6
2022-05-21,BR,Brazil,AMRO,10415,30752226,114,665433,S,83.61
2022-05-22,BR,Brazil,AMRO,10187,30762413,60,665493,S,83.61
2022-05-23,BR,Brazil,AMRO,16194,30778607,35,665528,S,83.78
2022-05-24,BR,Brazil,AMRO,12613,30791220,99,665627,S,83.8
2022-05-25,BR,Brazil,AMRO,12775,30803995,39,665666,S,83.81
2022-05-26,BR,Brazil,AMRO,32820,30836815,239,665905,S,83.83
2022-05-27,BR,Brazil,AMRO,9787,30846602,132,666037,S,83.86
2022-05-28,BR,Brazil,AMRO,33910,30880512,143,666180,S,83.88
2022-05-29,BR,Brazil,AMRO,40633,30921145,139,666319,S,83.88
2022-05-30,BR,Brazil,AMRO,24239,30945384,72,666391,S,83.89
2022-05-31,BR,Brazil,AMRO,8195,30953579,62,666453,S,83.89
2022-06-01,BR,Brazil,AMRO,24082,30977661,63,666516,S,83.91
2022-06-02,BR,Brazil,AMRO,41377,31019038,160,666676,S,83.92
2022-06-03,BR,Brazil,AMRO,40979,31060017,125,666801,S,83.95
2022-06-04,BR,Brazil,AMRO,41273,31101290,127,666928,S,83.97
2022-06-05,BR,Brazil,AMRO,36189,31137479,43,666971,S,83.98
2022-06-06,BR,Brazil,AMRO,15590,31153069,26,666997,S,83.98
2022-06-07,BR,Brazil,AMRO,6266,31159335,8,667005,S,84
2022-06-08,BR,Brazil,AMRO,35783,31195118,36,667041,S,84.01
2022-06-09,BR,Brazil,AMRO,71045,31266163,307,667348,S,84.05
2022-06-10,BR,Brazil,AMRO,49614,31315777,299,667647,S,84.06
2022-06-11,BR,Brazil,AMRO,45073,31360850,143,667790,S,84.07
2022-06-12,BR,Brazil,AMRO,56491,31417341,170,667960,S,84.07
2022-06-13,BR,Brazil,AMRO,27796,31445137,114,668074,S,84.07
2022-06-14,BR,Brazil,AMRO,11728,31456865,36,668110,S,84.08
2022-06-15,BR,Brazil,AMRO,40173,31497038,70,668180,S,84.09
2022-06-16,BR,Brazil,AMRO,44441,31541479,174,668354,S,84.13
2022-06-17,BR,Brazil,AMRO,70290,31611769,339,668693,S,84.13
2022-06-18,BR,Brazil,AMRO,32934,31644703,151,668844,S,84.13
2022-06-19,BR,Brazil,AMRO,28672,31673375,72,668916,S,84.13
2022-06-20,BR,Brazil,AMRO,20127,31693502,94,669010,S,84.14
2022-06-21,BR,Brazil,AMRO,10691,31704193,55,669065,S,84.15
2022-06-22,BR,Brazil,AMRO,50272,31754465,96,669161,S,84.17
2022-06-23,BR,Brazil,AMRO,64362,31818827,229,669390,S,84.18
2022-06-24,BR,Brazil,AMRO,71906,31890733,140,669530,S,84.19
2022-06-25,BR,Brazil,AMRO,72049,31962782,365,669895,S,84.19
2022-06-26,BR,Brazil,AMRO,60384,32023166,334,670229,S,84.19
2022-06-27,BR,Brazil,AMRO,38793,32061959,140,670369,S,84.2
2022-06-28,BR,Brazil,AMRO,16679,32078638,36,670405,S,84.23
2022-06-29,BR,Brazil,AMRO,51678,32130316,127,670532,S,84.23
2022-06-30,BR,Brazil,AMRO,76638,32206954,316,670848,S,84.24
2022-07-01,BR,Brazil,AMRO,75925,32282879,277,671125,S,84.26
2022-07-02,BR,Brazil,AMRO,75139,32358018,291,671416,S,84.27
2022-07-03,BR,Brazil,AMRO,76045,32434063,284,671700,S,84.28
2022-07-04,BR,Brazil,AMRO,37784,32471847,158,671858,S,84.28
2022-07-05,BR,Brazil,AMRO,18575,32490422,53,671911,S,84.29
2022-07-06,BR,Brazil,AMRO,45501,32535923,122,672033,S,84.29
2022-07-07,BR,Brazil,AMRO,74591,32610514,396,672429,S,84.32
2022-07-08,BR,Brazil,AMRO,77166,32687680,361,672790,S,84.32
2022-07-09,BR,Brazil,AMRO,72050,32759730,283,673073,S,84.33
2022-07-10,BR,Brazil,AMRO,71114,32830844,266,673339,S,84.33
2022-07-11,BR,Brazil,AMRO,43657,32874501,215,673554,S,84.33
2022-07-12,BR,Brazil,AMRO,0,32874501,0,673554,N,84.34
2022-07-13,BR,Brazil,AMRO,66006,32940507,204,673758,S,84.34
2022-07-14,BR,Brazil,AMRO,64048,33004555,344,674102,S,84.36
2022-07-15,BR,Brazil,AMRO,72224,33076779,380,674482,S,84.36
2022-07-16,BR,Brazil,AMRO,65379,33142158,297,674779,S,84.37
2022-07-17,BR,Brazil,AMRO,107959,33250117,311,675090,S,84.37
2022-07-18,BR,Brazil,AMRO,40149,33290266,205,675295,S,84.37
2022-07-19,BR,Brazil,AMRO,10852,33301118,55,675350,S,84.42
2022-07-20,BR,Brazil,AMRO,38697,33339815,168,675518,S,84.42
2022-07-21,BR,Brazil,AMRO,57999,33397814,353,675871,S,84.45
2022-07-22,BR,Brazil,AMRO,56480,33454294,346,676217,S,84.46
2022-07-23,BR,Brazil,AMRO,51433,33505727,269,676486,S,84.47
2022-07-24,BR,Brazil,AMRO,0,33505727,0,676486,N,84.47
2022-07-25,BR,Brazil,AMRO,75806,33581533,441,676927,S,84.48
2022-07-26,BR,Brazil,AMRO,9823,33591356,37,676964,S,84.5
2022-07-27,BR,Brazil,AMRO,30609,33621965,179,677143,S,84.51
2022-07-28,BR,Brazil,AMRO,37914,33659879,351,677494,S,84.37
2022-07-29,BR,Brazil,AMRO,44514,33704393,310,677804,S,84.37
2022-07-30,BR,Brazil,AMRO,44592,33748985,265,678069,S,84.38
2022-07-31,BR,Brazil,AMRO,41713,33790698,244,678313,S,84.38
2022-08-01,BR,Brazil,AMRO,22889,33813587,173,678486,S,84.46
2022-08-02,BR,Brazil,AMRO,20313,33833900,28,678514,S,84.49
2022-08-03,BR,Brazil,AMRO,22064,33855964,201,678715,S,84.49
2022-08-04,BR,Brazil,AMRO,34464,33890428,295,679010,S,84.49
2022-08-05,BR,Brazil,AMRO,33633,33924061,265,679275,S,84.52
2022-08-06,BR,Brazil,AMRO,40433,33964494,261,679536,S,84.53
2022-08-07,BR,Brazil,AMRO,29976,33994470,222,679758,S,84.57
2022-08-08,BR,Brazil,AMRO,16703,34011173,181,679939,S,84.59
2022-08-09,BR,Brazil,AMRO,7198,34018371,57,679996,S,84.6
2022-08-10,BR,Brazil,AMRO,17409,34035780,170,680166,S,84.62
2022-08-11,BR,Brazil,AMRO,30220,34066000,365,680531,S,84.64
2022-08-12,BR,Brazil,AMRO,30935,34096935,255,680786,S,84.66
2022-08-13,BR,Brazil,AMRO,27644,34124579,220,681006,S,84.66
2022-08-14,BR,Brazil,AMRO,23552,34148131,247,681253,S,84.66
2022-08-15,BR,Brazil,AMRO,17726,34165857,147,681400,S,84.67
2022-08-16,BR,Brazil,AMRO,4429,34170286,37,681437,S,84.67
2022-08-17,BR,Brazil,AMRO,7954,34178240,120,681557,S,84.67
2022-08-18,BR,Brazil,AMRO,23040,34201280,206,681763,S,84.7
2022-08-19,BR,Brazil,AMRO,21927,34223207,247,682010,S,84.71
2022-08-20,BR,Brazil,AMRO,22167,34245374,206,682216,S,84.73
2022-08-21,BR,Brazil,AMRO,18863,34264237,142,682358,S,84.73
2022-08-22,BR,Brazil,AMRO,15548,34279785,144,682502,S,84.74
2022-08-23,BR,Brazil,AMRO,5079,34284864,47,682549,S,84.8
2022-08-24,BR,Brazil,AMRO,6218,34291082,122,682671,S,84.82
2022-08-25,BR,Brazil,AMRO,20241,34311323,203,682874,S,84.83
2022-08-26,BR,Brazil,AMRO,18277,34329600,202,683076,S,84.84
2022-08-27,BR,Brazil,AMRO,21039,34350639,157,683233,S,84.84
2022-08-28,BR,Brazil,AMRO,18270,34368909,164,683397,S,84.84
2022-08-29,BR,Brazil,AMRO,12386,34381295,75,683472,S,84.87
2022-08-30,BR,Brazil,AMRO,3452,34384747,22,683494,S,84.88
2022-08-31,BR,Brazil,AMRO,12458,34397205,128,683622,S,84.9
2022-09-01,BR,Brazil,AMRO,16806,34414011,229,683851,S,84.91
2022-09-02,BR,Brazil,AMRO,15842,34429853,114,683965,S,84.91
2022-09-03,BR,Brazil,AMRO,14821,34444674,182,684147,S,84.92
2022-09-04,BR,Brazil,AMRO,11471,34456145,115,684262,S,84.92
2022-09-05,BR,Brazil,AMRO,11722,34467867,92,684354,S,84.93
2022-09-06,BR,Brazil,AMRO,9672,34477539,71,684425,S,84.94
2022-09-07,BR,Brazil,AMRO,0,34477539,0,684425,N,84.94
2022-09-08,BR,Brazil,AMRO,13392,34490931,155,684580,S,84.95
2022-09-09,BR,Brazil,AMRO,8892,34499823,57,684637,S,84.96
2022-09-10,BR,Brazil,AMRO,4206,34504029,85,684722,S,84.96
2022-09-11,BR,Brazil,AMRO,12710,34516739,91,684813,S,84.96
2022-09-12,BR,Brazil,AMRO,9409,34526148,40,684853,S,84.97
2022-09-13,BR,Brazil,AMRO,0,34526148,0,684853,N,84.99
2022-09-14,BR,Brazil,AMRO,7809,34533957,45,684898,S,84.99
2022-09-15,BR,Brazil,AMRO,10420,34544377,104,685002,S,85
2022-09-16,BR,Brazil,AMRO,14525,34558902,119,685121,S,85.01
2022-09-17,BR,Brazil,AMRO,9931,34568833,82,685203,S,85.01
2022-09-18,BR,Brazil,AMRO,10252,34579085,97,685300,S,85.02
2022-09-19,BR,Brazil,AMRO,2978,34582063,34,685334,S,85.02
2022-09-20,BR,Brazil,AMRO,4984,34587047,42,685376,S,85.03
2022-09-21,BR,Brazil,AMRO,4980,34592027,52,685428,S,85.03
2022-09-22,BR,Brazil,AMRO,8741,34600768,90,685518,S,85.03
2022-09-23,BR,Brazil,AMRO,7179,34607947,86,685604,S,85.05
2022-09-24,BR,Brazil,AMRO,8708,34616655,73,685677,S,85.05
2022-09-25,BR,Brazil,AMRO,7772,34624427,73,685750,S,85.05
2022-09-26,BR,Brazil,AMRO,6567,34630994,32,685782,S,85.26
2022-09-27,BR,Brazil,AMRO,1226,34632220,23,685805,S,85.26
2022-09-28,BR,Brazil,AMRO,6068,34638288,30,685835,S,85.26
2022-09-29,BR,Brazil,AMRO,8289,34646577,46,685881,S,85.27
2022-09-30,BR,Brazil,AMRO,7613,34654190,46,685927,S,85.27
2022-10-01,BR,Brazil,AMRO,0,34654190,0,685927,N,85.27
2022-10-02,BR,Brazil,AMRO,0,34654190,0,685927,N,85.27
2022-10-03,BR,Brazil,AMRO,0,34654190,0,685927,N,85.27
